data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2021-05-30 02:00:54.782021;4509;VIACAO ALTO PETROPOLIS LTDA;IXC1499;M. BENZ;O500 U;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;6570;NORTRAN TRANSPORTES COLETIVOS LTDA;ITU9059;M. BENZ;O500MA;2012-12-07;2012;DIESEL
2021-05-30 02:00:54.782021;6501;NORTRAN TRANSPORTES COLETIVOS LTDA;IQA2648;M. BENZ;O-500M;2009-08-13;2009;DIESEL
2021-05-30 02:00:54.782021;6532;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1865;M. BENZ;OF 1721;2018-10-29;2018;DIESEL
2021-05-30 02:00:54.782021;2398;VIACAO BELEM NOVO LTDA;ISP1426;M. BENZ;OF 1722;2011-12-13;2011;DIESEL
2021-05-30 02:00:54.782021;2392;VIACAO BELEM NOVO LTDA;ITF7652;M. BENZ;OF 1722;2012-06-28;2011;DIESEL
2021-05-30 02:00:54.782021;1051;TRANSPORTES COLETIVOS TREVO LTDA;ISM8189;M. BENZ;OF 1722;2011-11-22;2011;DIESEL
2021-05-30 02:00:54.782021;1094;TRANSPORTES COLETIVOS TREVO LTDA;ISM2643;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2021-05-30 02:00:54.782021;1097;TRANSPORTES COLETIVOS TREVO LTDA;ISM2645;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2021-05-30 02:00:54.782021;1018;TRANSPORTES COLETIVOS TREVO LTDA;IPI5771;M. BENZ;OF 1722M;2008-12-01;2008;DIESEL
2021-05-30 02:00:54.782021;4457;VIACAO ALTO PETROPOLIS LTDA;ISP1676;M. BENZ;OF 1722;2011-12-14;2011;DIESEL
2021-05-30 02:00:54.782021;4440;VIACAO ALTO PETROPOLIS LTDA;IXC1491;M. BENZ;OF 1721;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;6428;NORTRAN TRANSPORTES COLETIVOS LTDA;ISJ6891;M. BENZ;OF 1722;2011-10-18;2011;DIESEL
2021-05-30 02:00:54.782021;3340;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0945;M. BENZ;O500MA;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;1220;TRANSPORTES COLETIVOS TREVO LTDA;IXC1950;VW;17230;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;1175;TRANSPORTES COLETIVOS TREVO LTDA;IQJ1009;M. BENZ;OF 1722M;2009-12-09;2009;DIESEL
2021-05-30 02:00:54.782021;1052;TRANSPORTES COLETIVOS TREVO LTDA;IPI5782;VW;17230;2008-11-29;2008;DIESEL
2021-05-30 02:00:54.782021;2387;VIACAO BELEM NOVO LTDA;ITG5007;M. BENZ;OF 1722;2011-12-31;2011;DIESEL
2021-05-30 02:00:54.782021;869;COMPANHIA CARRIS PORTO ALEGRENSE;IWH9677;VOLVO;B290R;2015-02-05;2014;DIESEL
2021-05-30 02:00:54.782021;842;COMPANHIA CARRIS PORTO ALEGRENSE;IWK6365;VOLVO;B290R;2015-03-24;2014;DIESEL
2021-05-30 02:00:54.782021;685;COMPANHIA CARRIS PORTO ALEGRENSE;IQD7417;VOLVO;B7R;2009-09-25;2009;DIESEL
2021-05-30 02:00:54.782021;4012;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IPL9641;M. BENZ;OF 1722M;2009-01-21;2008;DIESEL
2021-05-30 02:00:54.782021;6107;AUTO VIACAO NAVEGANTES LTDA;IXC1769;M. BENZ;O-500M;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;2038;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQC5564;M. BENZ;O-500M;2009-09-11;2009;DIESEL
2021-05-30 02:00:54.782021;2065;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISN2896;M. BENZ;OF 1722;2011-11-25;2011;DIESEL
2021-05-30 02:00:54.782021;4806;AUTO VIACAO PRESIDENTE VARGAS LTDA;ITV6765;M. BENZ;O-500M;2012-12-13;2012;DIESEL
2021-05-30 02:00:54.782021;6802;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISX6320;M. BENZ;OF 1722;2012-03-23;2011;DIESEL
2021-05-30 02:00:54.782021;6706;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRB8499;M. BENZ;OF 1722M;2010-09-02;2010;DIESEL
2021-05-30 02:00:54.782021;6730;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ8177;M. BENZ;O-500M;2011-06-18;2011;DIESEL
2021-05-30 02:00:54.782021;6749;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5433;M. BENZ;O-500M;2013-06-28;2012;DIESEL
2021-05-30 02:00:54.782021;6714;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQA0129;M. BENZ;O-500M;2009-08-08;2009;DIESEL
2021-05-30 02:00:54.782021;6696;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2B30;M. BENZ;OF 1721L;2019-10-02;2019;DIESEL
2021-05-30 02:00:54.782021;3072;SUDESTE TRANSPORTES COLETIVOS LTDA;IQB7423;M. BENZ;O-500M;2009-09-02;2009;DIESEL
2021-05-30 02:00:54.782021;3092;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6522;M. BENZ;O-500M;2010-08-14;2010;DIESEL
2021-05-30 02:00:54.782021;1021;TRANSPORTES COLETIVOS TREVO LTDA;IXC2032;M. BENZ;O-500M;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;1135;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5408;M. BENZ;OF 1722M;2010-12-01;2010;DIESEL
2021-05-30 02:00:54.782021;1031;TRANSPORTES COLETIVOS TREVO LTDA;IPI5769;M. BENZ;OF 1722M;2008-11-29;2008;DIESEL
2021-05-30 02:00:54.782021;4426;VIACAO ALTO PETROPOLIS LTDA;IPG5816;M. BENZ;O-500M;2008-10-29;2008;DIESEL
2021-05-30 02:00:54.782021;6507;NORTRAN TRANSPORTES COLETIVOS LTDA;IQU9691;M. BENZ;O-500M;2010-06-03;2009;DIESEL
2021-05-30 02:00:54.782021;6420;NORTRAN TRANSPORTES COLETIVOS LTDA;INV7832;M. BENZ;OF 1722M;2007-05-30;2007;DIESEL
2021-05-30 02:00:54.782021;6506;NORTRAN TRANSPORTES COLETIVOS LTDA;IQP5911;M. BENZ;O-500M;2010-03-23;2009;DIESEL
2021-05-30 02:00:54.782021;6534;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0E93;M. BENZ;OF 1721L;2019-10-16;2019;DIESEL
2021-05-30 02:00:54.782021;2306;VIACAO BELEM NOVO LTDA;ITG4971;M. BENZ;OF 1722;2011-12-31;2011;DIESEL
2021-05-30 02:00:54.782021;865;COMPANHIA CARRIS PORTO ALEGRENSE;IWI7806;VOLVO;B290R;2015-02-19;2014;DIESEL
2021-05-30 02:00:54.782021;648;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3212;VW;17260;2008-11-25;2008;DIESEL
2021-05-30 02:00:54.782021;4307;VIACAO ESTORIL LTDA;ISN8831;M. BENZ;O-500M;2011-11-30;2011;DIESEL
2021-05-30 02:00:54.782021;4009;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IOI7155;M. BENZ;OH 1518;2007-12-26;2007;DIESEL
2021-05-30 02:00:54.782021;6184;AUTO VIACAO NAVEGANTES LTDA;IRA7721;M. BENZ;O-500M;2010-08-29;2010;DIESEL
2021-05-30 02:00:54.782021;4805;AUTO VIACAO PRESIDENTE VARGAS LTDA;ITV6573;M. BENZ;O-500M;2012-12-26;2012;DIESEL
2021-05-30 02:00:54.782021;4853;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1636;M. BENZ;OF 1721;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;6805;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUA8338;M. BENZ;O500MA;2013-02-19;2012;DIESEL
2021-05-30 02:00:54.782021;4315;VIACAO ESTORIL LTDA;ISN8815;M. BENZ;O-500M;2011-11-30;2011;DIESEL
2021-05-30 02:00:54.782021;6135;AUTO VIACAO NAVEGANTES LTDA;ISN0775;M. BENZ;OF 1722;2011-11-21;2011;DIESEL
2021-05-30 02:00:54.782021;6602;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1168;M. BENZ;OF 1721;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;6793;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQD9603;M. BENZ;O-500M;2009-09-29;2009;DIESEL
2021-05-30 02:00:54.782021;6777;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQC9369;M. BENZ;O-500M;2009-09-17;2009;DIESEL
2021-05-30 02:00:54.782021;6773;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQC9373;M. BENZ;O-500M;2009-09-16;2009;DIESEL
2021-05-30 02:00:54.782021;3523;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IXC1076;M. BENZ;O-500M;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;6124;AUTO VIACAO NAVEGANTES LTDA;IXC1808;M. BENZ;OF 1721;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;6114;AUTO VIACAO NAVEGANTES LTDA;IQL6865;M. BENZ;OF 1722M;2010-01-15;2009;DIESEL
2021-05-30 02:00:54.782021;6155;AUTO VIACAO NAVEGANTES LTDA;IUI3174;M. BENZ;OF 1721;2013-05-29;2012;DIESEL
2021-05-30 02:00:54.782021;6760;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRK6716;M. BENZ;OF 1722M;2010-12-14;2010;DIESEL
2021-05-30 02:00:54.782021;6788;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQE3600;M. BENZ;O-500M;2009-10-02;2009;DIESEL
2021-05-30 02:00:54.782021;6676;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQA0140;M. BENZ;O-500M;2009-08-08;2009;DIESEL
2021-05-30 02:00:54.782021;3108;SUDESTE TRANSPORTES COLETIVOS LTDA;ISO0872;M. BENZ;O-500M;2011-12-09;2011;DIESEL
2021-05-30 02:00:54.782021;3069;SUDESTE TRANSPORTES COLETIVOS LTDA;IQC2881;M. BENZ;O-500M;2009-09-10;2009;DIESEL
2021-05-30 02:00:54.782021;3088;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6497;M. BENZ;O-500M;2010-08-14;2010;DIESEL
2021-05-30 02:00:54.782021;791;COMPANHIA CARRIS PORTO ALEGRENSE;ISY5470;M. BENZ;O-500M;2012-04-11;2011;DIESEL
2021-05-30 02:00:54.782021;619;COMPANHIA CARRIS PORTO ALEGRENSE;IPI0819;VOLVO;B12M;2008-11-24;2008;DIESEL
2021-05-30 02:00:54.782021;8;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D66;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2021-05-30 02:00:54.782021;2154;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9287;M. BENZ;O-500M;2016-02-13;2015;DIESEL
2021-05-30 02:00:54.782021;6716;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5423;M. BENZ;O-500M;2011-06-22;2011;DIESEL
2021-05-30 02:00:54.782021;6663;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2E54;M. BENZ;OF 1721L;2019-10-02;2019;DIESEL
2021-05-30 02:00:54.782021;6141;AUTO VIACAO NAVEGANTES LTDA;IXC1745;M. BENZ;OF 1721;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;6118;AUTO VIACAO NAVEGANTES LTDA;IPK1756;M. BENZ;OF 1722M;2008-12-23;2008;DIESEL
2021-05-30 02:00:54.782021;6157;AUTO VIACAO NAVEGANTES LTDA;IYW2127;M. BENZ;OF 1721;2018-10-29;2018;DIESEL
2021-05-30 02:00:54.782021;2008;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8233;M. BENZ;O-500M;2011-12-30;2011;DIESEL
2021-05-30 02:00:54.782021;4822;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1595;M. BENZ;OF 1721;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;6785;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQE3601;M. BENZ;O-500M;2009-10-02;2009;DIESEL
2021-05-30 02:00:54.782021;6658;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2E36;M. BENZ;OF 1721L;2019-10-02;2019;DIESEL
2021-05-30 02:00:54.782021;3128;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV0876;M. BENZ;O-500M;2012-12-08;2012;DIESEL
2021-05-30 02:00:54.782021;3099;SUDESTE TRANSPORTES COLETIVOS LTDA;IRM7450;M. BENZ;OF 1722M;2010-12-31;2010;DIESEL
2021-05-30 02:00:54.782021;3336;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0855;M. BENZ;O500 U;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;3323;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1328;M. BENZ;O-500M;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;1205;TRANSPORTES COLETIVOS TREVO LTDA;ITE6899;M. BENZ;O500MA;2012-06-19;2010;DIESEL
2021-05-30 02:00:54.782021;4427;VIACAO ALTO PETROPOLIS LTDA;IPG5805;M. BENZ;O-500M;2008-10-29;2008;DIESEL
2021-05-30 02:00:54.782021;6438;NORTRAN TRANSPORTES COLETIVOS LTDA;INV8750;M. BENZ;OF 1722M;2007-05-30;2007;DIESEL
2021-05-30 02:00:54.782021;6487;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1583;M. BENZ;OF 1722;2012-01-04;2011;DIESEL
2021-05-30 02:00:54.782021;2391;VIACAO BELEM NOVO LTDA;ITG4998;M. BENZ;OF 1722;2011-12-31;2011;DIESEL
2021-05-30 02:00:54.782021;2341;VIACAO BELEM NOVO LTDA;IQG2098;M. BENZ;OF 1722M;2009-11-05;2009;DIESEL
2021-05-30 02:00:54.782021;2314;VIACAO BELEM NOVO LTDA;IRI3H32;M. BENZ;OF 1722M;2010-11-23;2010;DIESEL
2021-05-30 02:00:54.782021;2381;VIACAO BELEM NOVO LTDA;IXC0243;M. BENZ;O 500;2016-02-12;2015;DIESEL
2021-05-30 02:00:54.782021;868;COMPANHIA CARRIS PORTO ALEGRENSE;IWH9703;VOLVO;B290R;2015-02-05;2014;DIESEL
2021-05-30 02:00:54.782021;817;COMPANHIA CARRIS PORTO ALEGRENSE;ITX6438;VOLVO;B340M;2013-01-13;2012;DIESEL
2021-05-30 02:00:54.782021;767;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3872;M. BENZ;O500 U;2010-08-12;2010;DIESEL
2021-05-30 02:00:54.782021;4333;VIACAO ESTORIL LTDA;ITV3602;M. BENZ;OF 1721;2012-12-11;2012;DIESEL
2021-05-30 02:00:54.782021;2056;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQC5267;M. BENZ;O-500M;2009-09-10;2009;DIESEL
2021-05-30 02:00:54.782021;2048;AUTO VIACAO PRESIDENTE VARGAS LTDA;IPD2788;M. BENZ;OF 1722M;2008-09-16;2008;DIESEL
2021-05-30 02:00:54.782021;2025;AUTO VIACAO PRESIDENTE VARGAS LTDA;IOD5936;M. BENZ;OF 1722M;2007-10-07;2007;DIESEL
2021-05-30 02:00:54.782021;6767;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC2733;M. BENZ;O500MA;2016-02-17;2015;DIESEL
2021-05-30 02:00:54.782021;6691;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOW9645;M. BENZ;OF 1722M;2008-07-08;2008;DIESEL
2021-05-30 02:00:54.782021;6670;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8930;M. BENZ;OF 1722;2011-10-05;2011;DIESEL
2021-05-30 02:00:54.782021;2050;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRQ0594;M. BENZ;O-500M;2011-02-19;2010;DIESEL
2021-05-30 02:00:54.782021;6631;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1598;M. BENZ;OF 1721;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;6606;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1176;M. BENZ;OF 1721;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;4332;VIACAO ESTORIL LTDA;IRM2497;M. BENZ;OF 1722M;2010-12-30;2010;DIESEL
2021-05-30 02:00:54.782021;4015;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IOI7148;M. BENZ;OH 1518;2007-12-26;2007;DIESEL
2021-05-30 02:00:54.782021;6140;AUTO VIACAO NAVEGANTES LTDA;ITP9607;M. BENZ;OF 1721;2012-10-16;2012;DIESEL
2021-05-30 02:00:54.782021;2032;AUTO VIACAO PRESIDENTE VARGAS LTDA;IOD6122;M. BENZ;OF 1722M;2007-10-07;2007;DIESEL
2021-05-30 02:00:54.782021;6746;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOY4259;M. BENZ;OF 1722M;2008-07-24;2008;DIESEL
2021-05-30 02:00:54.782021;6704;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5428;M. BENZ;O-500M;2011-06-22;2011;DIESEL
2021-05-30 02:00:54.782021;6655;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2B80;M. BENZ;OF 1721L;2019-10-02;2019;DIESEL
2021-05-30 02:00:54.782021;6686;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2066;M. BENZ;OF 1721;2018-10-29;2018;DIESEL
2021-05-30 02:00:54.782021;3131;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV3060;M. BENZ;O500MA;2012-12-12;2012;DIESEL
2021-05-30 02:00:54.782021;689;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5930;VOLVO;B7R;2009-09-24;2009;DIESEL
2021-05-30 02:00:54.782021;706;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0947;VOLVO;B7R;2010-02-05;2009;DIESEL
2021-05-30 02:00:54.782021;711;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0931;VOLVO;B7R;2010-02-09;2009;DIESEL
2021-05-30 02:00:54.782021;32;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D90;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2021-05-30 02:00:54.782021;94;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B82;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2021-05-30 02:00:54.782021;80;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8J51;M. BENZ;OF 1721L;2020-08-14;2020;DIESEL
2021-05-30 02:00:54.782021;2140;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2225;M. BENZ;OF 1722;2011-10-22;2011;DIESEL
2021-05-30 02:00:54.782021;2432;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0897;VW;17230;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;6692;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOX3327;M. BENZ;OF 1722M;2008-07-16;2008;DIESEL
2021-05-30 02:00:54.782021;3344;SUDESTE TRANSPORTES COLETIVOS LTDA;IZQ5A06;M. BENZ;OF1519;2019-10-25;2019;DIESEL
2021-05-30 02:00:54.782021;3050;SUDESTE TRANSPORTES COLETIVOS LTDA;IPE8517;M. BENZ;O-500M;2008-10-02;2008;DIESEL
2021-05-30 02:00:54.782021;6182;AUTO VIACAO NAVEGANTES LTDA;IRA8103;M. BENZ;O-500M;2010-08-19;2010;DIESEL
2021-05-30 02:00:54.782021;6102;AUTO VIACAO NAVEGANTES LTDA;ISL4498;M. BENZ;OF 1722;2011-11-08;2011;DIESEL
2021-05-30 02:00:54.782021;6117;AUTO VIACAO NAVEGANTES LTDA;ISR5645;M. BENZ;O-500M;2012-01-12;2011;DIESEL
2021-05-30 02:00:54.782021;4814;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1667;M. BENZ;O-500M;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;6768;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC2710;M. BENZ;O500MA;2016-02-17;2015;DIESEL
2021-05-30 02:00:54.782021;6677;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOW9620;M. BENZ;OF 1722M;2008-07-08;2008;DIESEL
2021-05-30 02:00:54.782021;6792;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQF4874;M. BENZ;O-500M;2009-10-19;2009;DIESEL
2021-05-30 02:00:54.782021;3144;SUDESTE TRANSPORTES COLETIVOS LTDA;ITW5258;M. BENZ;O500MA;2012-12-21;2012;DIESEL
2021-05-30 02:00:54.782021;3076;SUDESTE TRANSPORTES COLETIVOS LTDA;IQC2858;M. BENZ;O-500M;2009-09-10;2009;DIESEL
2021-05-30 02:00:54.782021;3053;SUDESTE TRANSPORTES COLETIVOS LTDA;IPA1959;M. BENZ;O-500M;2008-08-15;2008;DIESEL
2021-05-30 02:00:54.782021;3064;SUDESTE TRANSPORTES COLETIVOS LTDA;IPE9532;M. BENZ;OF 1722M;2008-10-03;2008;DIESEL
2021-05-30 02:00:54.782021;3313;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1364;M. BENZ;O-500M;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;1216;TRANSPORTES COLETIVOS TREVO LTDA;IXC1940;M. BENZ;O-500M;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;1126;TRANSPORTES COLETIVOS TREVO LTDA;IXC1999;M. BENZ;O-500M;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;1075;TRANSPORTES COLETIVOS TREVO LTDA;ISP5254;M. BENZ;O500MA;2011-12-15;2011;DIESEL
2021-05-30 02:00:54.782021;1042;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5383;M. BENZ;OF 1722M;2010-12-01;2010;DIESEL
2021-05-30 02:00:54.782021;1091;TRANSPORTES COLETIVOS TREVO LTDA;ISA6A42;M. BENZ;O500MA;2011-06-28;2010;DIESEL
2021-05-30 02:00:54.782021;4484;VIACAO ALTO PETROPOLIS LTDA;IPG6268;M. BENZ;O-500M;2008-10-29;2008;DIESEL
2021-05-30 02:00:54.782021;6413;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1086;VW;17230;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;6408;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1027;VW;17230;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;6531;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0872;M. BENZ;O-500M;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;6463;NORTRAN TRANSPORTES COLETIVOS LTDA;IRY8538;M. BENZ;OF 1722M;2011-06-09;2011;DIESEL
2021-05-30 02:00:54.782021;2386;VIACAO BELEM NOVO LTDA;ISP2985;M. BENZ;O500MA;2011-12-14;2010;DIESEL
2021-05-30 02:00:54.782021;829;COMPANHIA CARRIS PORTO ALEGRENSE;IWH9808;VOLVO;B340MA;2015-02-24;2014;DIESEL
2021-05-30 02:00:54.782021;748;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3868;M. BENZ;O500 U;2010-08-12;2010;DIESEL
2021-05-30 02:00:54.782021;4335;VIACAO ESTORIL LTDA;IXC3026;M. BENZ;O-500M;2016-02-18;2015;DIESEL
2021-05-30 02:00:54.782021;4019;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQQ0255;M. BENZ;O-500M;2010-03-19;2009;DIESEL
2021-05-30 02:00:54.782021;2026;AUTO VIACAO PRESIDENTE VARGAS LTDA;IOZ3017;M. BENZ;OF 1722M;2008-08-06;2008;DIESEL
2021-05-30 02:00:54.782021;6782;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQD9604;M. BENZ;O-500M;2009-09-29;2009;DIESEL
2021-05-30 02:00:54.782021;6780;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQC9374;M. BENZ;O-500M;2009-09-16;2009;DIESEL
2021-05-30 02:00:54.782021;4021;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQB7588;M. BENZ;O-500M;2009-08-31;2009;DIESEL
2021-05-30 02:00:54.782021;6119;AUTO VIACAO NAVEGANTES LTDA;IXC1686;M. BENZ;O-500M;2016-02-16;2015;DIESEL
2021-05-30 02:00:54.782021;2007;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQC5573;M. BENZ;O-500M;2009-09-11;2009;DIESEL
2021-05-30 02:00:54.782021;2033;AUTO VIACAO PRESIDENTE VARGAS LTDA;IOD6346;M. BENZ;OF 1722M;2007-10-07;2007;DIESEL
2021-05-30 02:00:54.782021;6736;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ7225;M. BENZ;O-500M;2011-06-18;2011;DIESEL
2021-05-30 02:00:54.782021;4314;VIACAO ESTORIL LTDA;IQB9039;M. BENZ;O-500M;2009-09-02;2009;DIESEL
2021-05-30 02:00:54.782021;4004;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQB7586;M. BENZ;O-500M;2009-08-29;2009;DIESEL
2021-05-30 02:00:54.782021;6161;AUTO VIACAO NAVEGANTES LTDA;ISL4511;M. BENZ;OF 1722;2011-11-08;2011;DIESEL
2021-05-30 02:00:54.782021;6154;AUTO VIACAO NAVEGANTES LTDA;IYW2128;M. BENZ;OF 1721;2018-10-29;2018;DIESEL
2021-05-30 02:00:54.782021;2057;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRM5733;M. BENZ;OF 1722M;2010-12-30;2010;DIESEL
2021-05-30 02:00:54.782021;6610;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1164;M. BENZ;OF 1721;2016-02-15;2015;DIESEL
2021-05-30 02:00:54.782021;6775;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQD9607;M. BENZ;O-500M;2009-09-29;2009;DIESEL
2021-05-30 02:00:54.782021;6798;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRK6683;M. BENZ;OF 1722M;2010-12-14;2010;DIESEL
2021-05-30 02:00:54.782021;6611;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2055;M. BENZ;OF1724;2018-10-29;2018;DIESEL
2021-05-30 02:00:54.782021;3122;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB3982;VW;17230;2013-02-23;2012;DIESEL
2021-05-30 02:00:54.782021;3062;SUDESTE TRANSPORTES COLETIVOS LTDA;IPE7113;M. BENZ;OF 1722M;2008-10-02;2008;DIESEL
2021-05-30 02:00:54.782021;700;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5762;VOLVO;B7R;2009-09-24;2009;DIESEL
2021-05-30 02:00:54.782021;703;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0939;VOLVO;B7R;2010-02-05;2009;DIESEL
2021-05-30 02:00:54.782021;705;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0878;VOLVO;B7R;2010-02-05;2009;DIESEL
2021-05-30 02:00:54.782021;43;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7H63;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
